연도	시도	시군구	계열구분	설립구분	남녀구분	지역규모	학교명	주야간	교원수								직원수	학생수	학급수	홈페이지
									계		보통교과담당		전문교과담당		기타					
									계	여자	계	여자	계	여자	계	여자				
2018	인천	서구	상업고등학교	사립	여자	특별/광역시	인천보건고등학교	주간	51	30	20	8	24	18	7	4	4	610	24	http://ihealth.icehs.kr
2018	인천	서구	상업고등학교	사립	여자	특별/광역시	인천세무고등학교	주간	63	38	27	17	27	15	9	6	6	824	30	http://itax.icehs.kr
2018	인천	강화군	공업고등학교	공립	남여공학	면지역	강남영상미디어고등학교	주간	36	19	15	7	11	6	10	6	6	239	12	http://www.kangnam.icehs.kr
2018	광주	남구	공업고등학교	사립	남여공학	특별/광역시	동일미래과학고등학교	주간	72	28	36	13	31	13	5	2	6	902	34	http://www.k-dongil.hs.kr
2018	광주	남구	상업고등학교	사립	여자	특별/광역시	광주여자상업고등학교	주간	40	21	18	11	19	9	3	1	5	516	18	http://www.kjgc-g.hs.kr
2018	광주	남구	상업고등학교	사립	여자	특별/광역시	송원여자상업고등학교	주간	52	27	22	9	25	16	5	2	5	644	24	http://www.songwon-gc.hs.kr
2018	광주	북구	농림업고등학교	공립	남여공학	특별/광역시	광주자연과학고등학교	주간	59	39	23	15	27	19	9	5	4	617	25	http://www.kns.hs.kr
2018	광주	북구	공업고등학교	공립	남여공학	특별/광역시	광주공업고등학교	주간	119	46	32	22	57	9	30	15	6	"1,167"	44	http://www.gt.hs.kr
2018	광주	북구	공업고등학교	사립	남여공학	특별/광역시	금파공업고등학교	주간	52	8	17	3	31	4	4	1	5	656	24	http://kumpa.hs.kr
2018	광주	북구	상업고등학교	사립	여자	특별/광역시	전남여자상업고등학교	주간	53	28	26	15	24	12	3	1	5	678	24	http://www.cgch.org
2018	광주	광산구	공업고등학교	공립	남여공학	특별/광역시	광주전자공업고등학교	주간	105	50	30	19	52	17	23	14	7	"1,126"	43	http://www.get.hs.kr
2018	광주	광산구	공업고등학교	공립	남여공학	특별/광역시	전남공업고등학교	주간	97	41	32	19	49	13	16	9	7	"1,075"	40	http://www.kiram.hs.kr
2018	광주	광산구	공업고등학교	공립	남여공학	특별/광역시	광주소프트웨어마이스터고등학교	주간	51	31	17	11	26	16	8	4	4	335	17	http://gsm.hs.kr/
2018	광주	광산구	실업고등학교	공립	남여공학	특별/광역시	광주자동화설비공업고등학교	주간	40	18	8	5	26	10	6	3	4	240	12	http://www.gat.hs.kr
2018	대전	동구	공업고등학교	사립	남자	특별/광역시	계룡디지텍고등학교	주간	60	13	26	4	30	7	4	2	7	745	27	http://krt.hs.kr
2018	대전	동구	상업고등학교	사립	여자	특별/광역시	대전대성여자고등학교	주간	74	42	37	21	30	17	7	4	6	794	34	http://dsghs.djsch.kr
2018	대전	동구	공업고등학교	사립	남자	특별/광역시	동아마이스터고등학교	주간	78	16	27	6	44	7	7	3	12	598	30	http://www.dongah.hs.kr
2018	대전	중구	공업고등학교	공립	남자	특별/광역시	충남기계공업고등학교	주간	113	43	43	26	46	6	24	11	16	"1,176"	44	http://chungnam-mhhs.djsch.kr/
2018	대전	중구	상업고등학교	공립	남여공학	특별/광역시	대전국제통상고등학교	주간	74	45	31	20	30	19	13	6	5	725	32	http://www.dim.hs.kr
2018	대전	중구	상업고등학교	사립	여자	특별/광역시	대전신일여자고등학교	주간	66	29	32	14	29	12	5	3	5	795	30	http://shinilhs.djsch.kr
2018	대전	중구	상업고등학교	사립	여자	특별/광역시	대전여자상업고등학교	주간	68	44	28	19	31	18	9	7	6	824	30	http://aramhs.djsch.kr
2018	대전	유성구	농림업고등학교	공립	남여공학	특별/광역시	유성생명과학고등학교	주간	82	51	28	17	40	25	14	9	8	870	34	http://ysbsths.djsch.kr/
2018	대전	유성구	공업고등학교	공립	남여공학	특별/광역시	대전공업고등학교	주간	86	38	28	20	46	9	12	9	8	820	36	http://www.daegong.hs.kr
2018	대전	유성구	공업고등학교	공립	남여공학	특별/광역시	대전전자디자인고등학교	주간	69	34	21	10	35	13	13	11	6	375	28	http://djedhs.djsch.kr
2018	대전	유성구	공업고등학교	공립	남여공학	특별/광역시	대덕소프트웨어마이스터고등학교	주간	40	18	14	7	16	6	10	5	5	228	12	http://dsmhs.djsch.kr
2018	대전	대덕구	공업고등학교	사립	남여공학	특별/광역시	대전생활과학고등학교	주간	60	16	22	6	32	8	6	2	8	691	27	http://djpshs.djsch.kr
2018	울산	중구	공업고등학교	공립	남여공학	특별/광역시	울산애니원고등학교	주간	34	25	18	15	11	6	5	4	5	300	13	http://www.anione.hs.kr
2018	울산	남구	공업고등학교	공립	남여공학	특별/광역시	울산공업고등학교	주간	109	47	36	22	56	14	17	11	9	"1,439"	47	http://ust.hs.kr
2018	울산	남구	상업고등학교	공립	여자	특별/광역시	울산여자상업고등학교	주간	83	58	31	18	37	29	15	11	5	"1,049"	37	http://www.ulsangch.hs.kr
2018	울산	동구	가사고등학교	공립	남여공학	특별/광역시	울산생활과학고등학교	주간	77	67	27	21	41	39	9	7	5	888	33	http://www.uvhe.hs.kr
2018	울산	동구	공업고등학교	사립	남여공학	특별/광역시	현대공업고등학교	주간	54	7	14	4	24	1	16	2	5	346	18	http://hit.hs.kr
2018	울산	북구	공업고등학교	공립	남자	특별/광역시	울산마이스터고등학교	주간	59	22	19	12	35	7	5	3	4	348	18	http://www.ulsanmeister.hs.kr
2018	울산	북구	공업고등학교	공립	남여공학	특별/광역시	울산에너지고등학교	주간	58	26	21	11	28	9	9	6	7	363	20	http://www.usenergy.hs.kr/
2018	울산	울주군	공업고등학교	사립	남여공학	읍지역	울산기술공업고등학교	주간	63	20	24	5	31	12	8	3	6	728	30	http://www.ue.hs.kr
2018	울산	울주군	상업고등학교	공립	남여공학	면지역	울산산업고등학교	주간	76	50	27	15	42	30	7	5	6	855	34	http://www.usup.hs.kr
2018	울산	울주군	상업고등학교	공립	남자	읍지역	울산상업고등학교	주간	69	46	25	15	33	23	11	8	5	771	29	http://www.ulsan.hs.kr/
2018	울산	울주군	가사고등학교	공립	남여공학	면지역	울산미용예술고등학교	주간	47	39	19	13	20	19	8	7	4	442	18	http://uba.hs.kr
2018	세종	세종시	공업고등학교	공립	남여공학	면지역	세종하이텍고등학교	주간	49	23	15	8	24	8	10	7	10	401	19	http://www.sejonghi-tech.hs.kr
2018	경기	수원시	농림업고등학교	공립	남여공학	중소도시	수원농생명과학고등학교	주간	90	63	25	17	48	32	17	14	16	847	34	http://www.sunong.hs.kr
2018	경기	수원시	공업고등학교	공립	남여공학	중소도시	수원정보과학고등학교	주간	72	42	20	10	41	25	11	7	9	770	30	http://www.swjb.hs.kr
2018	경기	수원시	공업고등학교	사립	남여공학	중소도시	삼일공업고등학교	주간	101	39	39	17	47	12	15	10	11	"1,164"	42	http://www.samil-th.or.kr
2018	경기	수원시	공업고등학교	사립	남여공학	중소도시	수원공업고등학교	주간	108	26	41	14	63	10	4	2	12	"1,267"	45	http://www.sugong.org
2018	경기	수원시	공업고등학교	사립	여자	중소도시	수원전산여자고등학교	주간	73	42	26	14	37	20	10	8	8	751	30	http://www.suwoncs.hs.kr
2018	경기	수원시	상업고등학교	사립	여자	중소도시	매향여자정보고등학교	주간	84	46	33	15	41	25	10	6	6	993	36	http://www.maehyang.hs.kr
2018	경기	수원시	상업고등학교	사립	남여공학	중소도시	삼일상업고등학교	주간	81	43	33	19	37	16	11	8	5	996	36	http://www.samil.hs.kr
2018	경기	수원시	공업고등학교	공립	남여공학	중소도시	수원하이텍고등학교	주간	61	18	19	11	27	3	15	4	10	480	24	http://www.sht.hs.kr
2018	경기	성남시	공업고등학교	공립	남여공학	중소도시	성남테크노과학고등학교	주간	78	45	24	16	42	20	12	9	10	645	32	http://www.sts.hs.kr
2018	경기	성남시	공업고등학교	공립	남여공학	중소도시	양영디지털고등학교	주간	66	36	20	13	38	17	8	6	6	550	27	http://y-y.hs.kr
2018	경기	성남시	상업고등학교	공립	남여공학	중소도시	분당경영고등학교	주간	90	72	27	16	52	48	11	8	7	805	37	http://www.bundang-mgt.hs.kr
2018	경기	성남시	상업고등학교	공립	남여공학	중소도시	성남금융고등학교	주간	91	70	27	20	42	31	22	19	7	761	37	http://www.snfn.hs.kr
2018	경기	성남시	상업고등학교	사립	남여공학	중소도시	성보경영고등학교	주간	102	61	39	19	53	36	10	6	5	"1,127"	46	http://seongbo-m.hs.kr/
2018	경기	성남시	상업고등학교	사립	남여공학	중소도시	성일정보고등학교	주간	101	42	36	7	51	26	14	9	6	"1,114"	45	http://www.sungil-i.kr
2018	경기	부천시	공업고등학교	공립	남자	중소도시	부천공업고등학교	주간	123	63	36	25	67	23	20	15	12	"1,086"	50	http://www.bukong.hs.kr
2018	경기	부천시	상업고등학교	공립	남여공학	중소도시	경기국제통상고등학교	주간	91	69	29	20	47	37	15	12	7	901	39	http://www.gitra.hs.kr
2018	경기	부천시	상업고등학교	공립	남여공학	중소도시	부천정보산업고등학교	주간	96	75	31	22	49	42	16	11	8	875	39	http://www.ibucheon.hs.kr
2018	경기	부천시	상업고등학교	사립	남여공학	중소도시	경기경영고등학교	주간	75	25	28	6	39	14	8	5	6	751	34	http://gm.hs.kr
2018	경기	안양시	공업고등학교	공립	남여공학	중소도시	안양공업고등학교	주간	123	62	35	27	54	16	34	19	16	893	48	http://anyang-t.hs.kr
2018	경기	안양시	공업고등학교	공립	남여공학	중소도시	평촌공업고등학교	주간	88	43	25	18	52	19	11	6	9	887	39	http://www.pct.hs.kr
2018	경기	안양시	상업고등학교	공립	남여공학	중소도시	경기글로벌통상고등학교	주간	75	62	23	18	43	37	9	7	7	566	44	http://www.ggt.hs.kr
2018	경기	안양시	상업고등학교	공립	남여공학	중소도시	평촌경영고등학교	주간	99	80	34	27	52	45	13	8	8	987	42	http://www.pcm.hs.kr
2018	경기	안양시	상업고등학교	사립	여자	중소도시	근명여자정보고등학교	주간	63	33	24	11	33	18	6	4	5	654	30	http://www.kmg.hs.kr
2018	경기	안양시	상업고등학교	사립	여자	중소도시	안양여자상업고등학교	주간	58	32	23	11	25	14	10	7	6	588	27	http://anyang-gch.hs.kr
2018	경기	안산시	공업고등학교	사립	남여공학	중소도시	안산공업고등학교	주간	105	32	45	15	50	12	10	5	10	"1,216"	45	http://www.ansanth.net
2018	경기	안산시	상업고등학교	공립	남여공학	중소도시	경기모바일과학고등학교	주간	72	55	19	14	40	31	13	10	8	785	30	http://www.gms.hs.kr/
2018	경기	안산시	상업고등학교	사립	남여공학	중소도시	경일관광경영고등학교	주간	87	51	33	18	42	24	12	9	6	"1,002"	37	http://kyongil.hs.kr
2018	경기	안산시	상업고등학교	사립	남여공학	중소도시	안산국제비즈니스고등학교	주간	79	35	33	14	39	16	7	5	4	780	42	http://www.ansanib.hs.kr
2018	경기	안산시	상업고등학교	사립	남여공학	중소도시	안산디자인문화고등학교	주간	91	40	40	15	37	19	14	6	6	"1,065"	39	http://www.adc.hs.kr
2018	경기	안산시	상업고등학교	사립	남여공학	중소도시	한국디지털미디어고등학교	주간	39	11	20	5	16	6	3	0	6	622	18	http://www.dimigo.hs.kr
2018	경기	용인시	농림업고등학교	공립	남여공학	면지역	용인바이오고등학교	주간	29	18	8	6	15	10	6	2	4	201	10	http://www.yibio.hs.kr
2018	경기	용인시	상업고등학교	사립	남여공학	중소도시	용인정보고등학교	주간	66	27	27	10	34	13	5	4	6	750	30	http://www.yii.hs.kr
2018	경기	군포시	공업고등학교	공립	남여공학	중소도시	산본공업고등학교	주간	57	23	15	10	36	9	6	4	9	356	24	http://www.sanbon-th.hs.kr
2018	경기	군포시	상업고등학교	공립	남여공학	중소도시	군포e비즈니스고등학교	주간	86	71	26	19	40	37	20	15	8	607	41	http://www.gunpo-ebiz.hs.kr/
2018	경기	시흥시	공업고등학교	공립	남여공학	중소도시	군자디지털과학고등학교	주간	64	32	20	13	34	13	10	6	10	644	27	http://www.gunja.hs.kr
2018	경기	시흥시	공업고등학교	공립	남여공학	중소도시	시화공업고등학교	주간	62	17	18	10	35	3	9	4	8	496	30	http://sihwa.hs.kr
2018	경기	시흥시	공업고등학교	사립	남여공학	중소도시	경기자동차과학고등학교	주간	60	20	25	7	25	6	10	7	7	694	24	http://www.ghas.hs.kr
2018	경기	시흥시	가사고등학교	사립	남여공학	중소도시	한국조리과학고등학교	주간	29	15	18	7	6	5	5	3	5	734	18	http://www.kcas.hs.kr
2018	경기	평택시	공업고등학교	사립	남여공학	중소도시	동일공업고등학교	주간	71	18	23	8	39	5	9	5	8	935	30	http://di.hs.kr
2018	경기	평택시	상업고등학교	공립	남여공학	읍지역	경기물류고등학교	주간	49	29	14	7	22	13	13	9	4	468	21	http://www.ggl.hs.kr
2018	경기	평택시	상업고등학교	사립	남여공학	읍지역	청담고등학교	주간	59	22	21	8	30	9	8	5	6	764	27	http://www.cheongdam.hs.kr
2018	경기	평택시	상업고등학교	사립	남여공학	면지역	한국관광고등학교	주간	22	12	9	3	8	5	5	4	3	257	9	http://www.tourism.hs.kr
2018	경기	평택시	공업고등학교	공립	남여공학	중소도시	평택기계공업고등학교	주간	66	19	21	10	34	3	11	6	11	484	26	http://www.ptmt.hs.kr
2018	경기	화성시	농림업고등학교	공립	남여공학	읍지역	발안바이오과학고등학교	주간	32	17	12	6	13	6	7	5	8	318	12	http://www.bio.hs.kr
2018	경기	화성시	공업고등학교	사립	남여공학	중소도시	홍익디자인고등학교	주간	35	19	13	3	12	8	10	8	4	346	12	http://www.hih.hs.kr
2018	경기	오산시	상업고등학교	공립	남여공학	중소도시	오산정보고등학교	주간	72	46	21	12	32	19	19	15	7	775	30	http://www.osani.hs.kr
2018	경기	광명시	공업고등학교	사립	남여공학	중소도시	광명공업고등학교	주간	30	13	8	2	17	8	5	3	5	240	12	http://www.kmths.hs.kr
2018	경기	광명시	상업고등학교	공립	남여공학	중소도시	광명경영회계고등학교	주간	72	52	22	14	33	25	17	13	8	601	33	http://www.gmma.hs.kr
2018	경기	광주시	상업고등학교	사립	여자	중소도시	경화여자English Business고등학교	주간	34	20	15	8	15	10	4	2	4	433	15	http://www.kyunghwaeb.hs.kr
2018	경기	하남시	공업고등학교	공립	남여공학	중소도시	한국애니메이션고등학교	주간	36	24	13	6	15	11	8	7	8	307	12	http://www.anigo.or.kr
2018	경기	하남시	상업고등학교	공립	남여공학	중소도시	하남경영고등학교	주간	86	60	28	17	43	32	15	11	7	826	37	http://www.hanambiz.hs.kr
2018	경기	김포시	공업고등학교	공립	남여공학	중소도시	김포제일공업고등학교	주간	65	27	19	11	38	12	8	4	10	733	28	http://www.gptech.hs.kr
2018	경기	이천시	공업고등학교	공립	남여공학	면지역	한국도예고등학교	주간	23	11	8	3	9	4	6	4	7	213	9	http://www.doyego.hs.kr
2018	경기	이천시	상업고등학교	공립	남여공학	면지역	이천세무고등학교	주간	20	8	9	3	7	3	4	2	3	154	7	http://i-tax.hs.kr
2018	경기	안성시	농림업고등학교	공립	남여공학	면지역	일죽고등학교	주간	18	10	6	2	8	6	4	2	3	146	6	http://www.iljuk.hs.kr
2018	경기	안성시	공업고등학교	사립	남여공학	면지역	두원공업고등학교	주간	58	14	22	6	27	4	9	4	8	756	24	http://www.doowon.hs.kr
2018	경기	여주시	농림업고등학교	공립	남여공학	면지역	여주자영농업고등학교	주간	73	33	14	7	49	19	10	7	20	448	17	http://farms.hs.kr
2018	경기	여주시	상업고등학교	사립	남여공학	면지역	경기관광고등학교	주간	30	17	12	4	12	9	6	4	4	332	12	http://www.gtour.hs.kr
2018	경기	양평군	공업고등학교	공립	남여공학	면지역	양평전자과학고등학교	주간	30	7	10	3	16	3	4	1	4	284	12	http://www.ypes.hs.kr
2018	경기	고양시	농림업고등학교	공립	남여공학	중소도시	고양고등학교	주간	72	49	26	18	30	19	16	12	7	650	25	http://www.koyang.hs.kr
2018	경기	고양시	공업고등학교	공립	남여공학	중소도시	경기영상과학고등학교	주간	76	46	26	14	38	22	12	10	11	817	30	http://www.gmsh.hs.kr
2018	경기	고양시	공업고등학교	공립	남여공학	중소도시	일산고등학교	주간	76	49	20	13	43	26	13	10	8	817	30	http://www.ilsanth.hs.kr
2018	경기	고양시	상업고등학교	공립	남여공학	중소도시	신일비즈니스고등학교	주간	86	62	28	16	40	31	18	15	5	822	38	http://www.i-shinil.or.kr
2018	경기	고양시	상업고등학교	공립	남여공학	중소도시	일산국제컨벤션고등학교	주간	91	76	27	23	44	36	20	17	8	888	39	http://www.ilsan.hs.kr
2018	경기	남양주시	공업고등학교	공립	남여공학	읍지역	남양주공업고등학교	주간	61	15	19	9	36	4	6	2	9	646	28	http://www.namyangju.hs.kr
2018	경기	의정부시	공업고등학교	공립	남여공학	중소도시	의정부공업고등학교	주간	137	49	38	18	73	18	26	13	12	"1,371"	57	http://www.ujbtech.hs.kr
2018	경기	의정부시	공업고등학교	사립	남여공학	중소도시	경민IT고등학교	주간	57	23	21	5	29	14	7	4	8	656	24	http://www.kmit.hs.kr
2018	경기	의정부시	상업고등학교	사립	여자	중소도시	경민비즈니스고등학교	주간	60	30	26	11	27	14	7	5	6	690	27	http://www.kmbiz.hs.kr
2018	경기	파주시	공업고등학교	사립	남여공학	도서벽지	세경고등학교	주간	63	16	28	8	29	5	6	3	7	885	30	http://www.pjsg.hs.kr
2018	경기	파주시	상업고등학교	공립	남여공학	도서벽지	경기세무고등학교	주간	20	12	8	3	7	6	5	3	3	74	7	http://gyeonggitax.hs.kr
2018	경기	동두천시	상업고등학교	사립	남여공학	중소도시	한국문화영상고등학교	주간	53	26	17	8	29	14	7	4	5	618	24	http://kcm.hs.kr
2018	경기	양주시	가사고등학교	사립	남여공학	면지역	한국외식과학고등학교	주간	31	19	8	6	17	10	6	3	4	345	12	http://www.kfs.hs.kr
2018	경기	포천시	상업고등학교	공립	남여공학	면지역	영북고등학교	주간	23	13	10	5	8	4	5	4	2	153	11	http://youngbuk.hs.kr
2018	강원	춘천시	공업고등학교	공립	남여공학	면지역	강원애니고등학교	주간	27	17	11	5	10	8	6	4	7	177	9	http://anischool.gwe.hs.kr
2018	강원	춘천시	공업고등학교	공립	남자	중소도시	춘천기계공업고등학교	주간	115	44	30	19	67	13	18	12	14	"1,149"	42	http://ccm.gwe.hs.kr
2018	강원	춘천시	실업고등학교	공립	남여공학	중소도시	소양고등학교	주간	66	34	18	7	33	16	15	11	6	342	23	http://soyang.gwe.hs.kr
2018	강원	춘천시	실업고등학교	공립	남여공학	읍지역	춘천한샘고등학교	주간	79	56	19	14	42	28	18	14	7	758	29	http://hansaem.gwe.hs.kr
2018	강원	원주시	공업고등학교	공립	남여공학	중소도시	원주공업고등학교	주간	87	35	27	19	53	11	7	5	7	"1,001"	36	http://wonjugg.gwe.hs.kr
2018	강원	원주시	상업고등학교	공립	남여공학	면지역	원주금융회계고등학교	주간	11	8	4	2	4	4	3	2	0	75	3	http://wjfa.gwe.hs.kr
2018	강원	원주시	실업고등학교	공립	남여공학	중소도시	영서고등학교	주간	78	43	29	14	38	22	11	7	9	912	36	http://yeongseo.gwe.hs.kr
2018	강원	원주시	실업고등학교	공립	남여공학	읍지역	원주의료고등학교	주간	62	29	13	8	35	11	14	10	7	347	18	http://wonjumedi.gwe.hs.kr
2018	강원	강릉시	실업고등학교	공립	남여공학	읍지역	강릉정보공업고등학교	주간	46	23	12	5	24	13	10	5	4	353	19	http://git.gwe.hs.kr
2018	강원	강릉시	실업고등학교	공립	남자	중소도시	강릉중앙고등학교	주간	82	27	24	12	41	8	17	7	12	684	31	http://gja.gwe.hs.kr
2018	강원	동해시	상업고등학교	공립	남여공학	중소도시	동해상업고등학교	주간	42	20	15	4	19	12	8	4	4	277	14	http://donghae.gwe.hs.kr
2018	강원	태백시	공업고등학교	공립	남여공학	도서벽지	태백기계공업고등학교	주간	59	17	14	7	34	5	11	5	11	374	22	http://taebaek-mh.gwe.hs.kr
2018	강원	태백시	상업고등학교	공립	남여공학	도서벽지	황지정보산업고등학교	주간	26	13	8	4	13	7	5	2	4	119	9	http://hwangji-iih.gwe.hs.kr
2018	강원	삼척시	상업고등학교	공립	남여공학	도서벽지	도계전산정보고등학교	주간	16	5	6	3	7	2	3	0	3	62	6	http://dgs.gwe.hs.kr
2018	강원	삼척시	공업고등학교	공립	남여공학	면지역	삼척마이스터고등학교	주간	38	10	9	4	24	3	5	3	4	234	12	http://set.gwe.hs.kr
2018	강원	홍천군	농림업고등학교	공립	남여공학	읍지역	홍천농업고등학교	주간	44	22	10	7	30	14	4	1	9	240	13	http://hongnong.gwe.hs.kr
2018	강원	홍천군	가사고등학교	공립	남여공학	면지역	강원생활과학고등학교	주간	30	21	12	5	14	14	4	2	0	216	9	http://gangwonps.gwe.hs.kr
2018	강원	영월군	공업고등학교	공립	남여공학	읍지역	영월공업고등학교	주간	35	11	9	6	19	3	7	2	8	173	14	http://youngwol-th.gwe.hs.kr
2018	강원	정선군	실업고등학교	공립	남여공학	도서벽지	정선정보공업고등학교	주간	26	9	8	3	13	5	5	1	4	216	10	http://jsv.gwe.hs.kr
2018	강원	철원군	공업고등학교	공립	남여공학	도서벽지	김화공업고등학교	주간	25	6	9	2	12	2	4	2	0	121	10	http://gimhwatech.gwe.hs.kr
2018	강원	화천군	실업고등학교	공립	남여공학	읍지역	화천정보산업고등학교	주간	25	11	9	3	10	4	6	4	4	172	10	http://hcinfo.gwe.hs.kr
2018	강원	고성군	실업고등학교	공립	남여공학	읍지역	거진정보공업고등학교	주간	21	6	7	3	10	2	4	1	3	62	7	http://geojin.gwe.hs.kr
2018	강원	고성군	실업고등학교	공립	남여공학	면지역	동광산업과학고등학교	주간	45	17	15	7	24	6	6	4	0	255	18	http://dongat.gwe.hs.kr
2018	충북	청주시	농림업고등학교	공립	남여공학	중소도시	청주농업고등학교	주간	83	55	29	17	49	35	5	3	23	895	34	http://www.cheongju-agh.hs.kr
2018	충북	청주시	공업고등학교	공립	남자	중소도시	청주공업고등학교	주간	103	40	30	23	58	12	15	5	16	"1,277"	44	http://www.ck.hs.kr
2018	충북	청주시	공업고등학교	공립	남여공학	중소도시	청주하이텍고등학교	주간	43	15	15	10	20	3	8	2	7	536	20	http://cjh.hs.kr
2018	충북	청주시	공업고등학교	공립	남여공학	중소도시	충북공업고등학교	주간	89	29	22	15	61	12	6	2	13	"1,066"	36	http://cbth.hs.kr
2018	충북	청주시	상업고등학교	공립	남여공학	중소도시	충북상업정보고등학교	주간	61	35	21	10	32	21	8	4	4	838	32	http://www.cbci.hs.kr
2018	충북	청주시	상업고등학교	사립	여자	중소도시	대성여자상업고등학교	주간	60	25	23	5	28	15	9	5	5	879	30	http://cds.hs.kr
2018	충북	청주시	상업고등학교	사립	여자	중소도시	청주여자상업고등학교	주간	50	30	21	13	23	14	6	3	5	702	25	http://3croba.hs.kr
2018	충북	청주시	상업고등학교	사립	남여공학	면지역	현도정보고등학교	주간	51	17	25	11	23	6	3	0	4	608	24	http://www.hyundo.net
2018	충북	청주시	공업고등학교	공립	남여공학	면지역	충북에너지고등학교	주간	38	17	13	7	22	9	3	1	9	271	17	http://www.cbenergy.hs.kr
2018	충북	충주시	공업고등학교	공립	남여공학	중소도시	충주공업고등학교	주간	61	19	16	6	32	5	13	8	7	602	26	http://www.cjth.hs.kr
2018	충북	충주시	상업고등학교	사립	남여공학	중소도시	충주상업고등학교	주간	45	9	20	2	21	6	4	1	4	563	23	http://chungju-ch.hs.kr
2018	충북	충주시	상업고등학교	사립	여자	중소도시	한림디자인고등학교	주간	52	27	21	9	23	13	8	5	5	638	26	http://www.had.hs.kr
2018	충북	제천시	공업고등학교	공립	남여공학	읍지역	제천디지털전자고등학교	주간	39	14	12	5	20	5	7	4	6	275	16	http://jde.hs.kr
2018	충북	제천시	공업고등학교	공립	남여공학	중소도시	제천산업고등학교	주간	41	15	13	6	23	6	5	3	9	411	18	http://jci.hs.kr
2018	충북	제천시	상업고등학교	공립	남여공학	중소도시	제천상업고등학교	주간	43	27	17	10	21	15	5	2	5	491	21	http://www.jcc.hs.kr/
2018	충북	보은군	농림업고등학교	공립	남여공학	읍지역	충북생명산업고등학교	주간	38	22	11	8	19	9	8	5	11	257	15	http://cbb.hs.kr/
2018	충북	보은군	상업고등학교	공립	남여공학	읍지역	보은정보고등학교	주간	18	3	7	1	6	0	5	2	2	118	7	http://www.boeuni.hs.kr
2018	충북	옥천군	상업고등학교	공립	남여공학	읍지역	충북산업과학고등학교	주간	39	20	10	6	18	7	11	7	6	345	17	http://cbis.hs.kr
2018	충북	영동군	농림업고등학교	공립	남여공학	읍지역	영동산업과학고등학교	주간	25	12	6	3	13	6	6	3	7	206	11	http://ydis.hs.kr
2018	충북	영동군	상업고등학교	사립	남여공학	읍지역	영동인터넷고등학교	주간	25	9	10	2	11	6	4	1	4	292	12	http://ydinter.hs.kr
2018	충북	진천군	상업고등학교	공립	남여공학	읍지역	진천상업고등학교	주간	27	15	8	2	13	9	6	4	7	331	14	http://jcch.hs.kr
2018	충북	진천군	농림업고등학교	공립	남여공학	읍지역	한국바이오마이스터고등학교	주간	49	38	14	10	21	16	14	12	4	323	18	http://www.kbm.hs.kr
2018	충북	음성군	공업고등학교	공립	남여공학	읍지역	충북반도체고등학교	주간	44	14	11	6	24	5	9	3	10	326	17	http://www.cbsemi.hs.kr
2018	충북	단양군	가사고등학교	공립	남여공학	면지역	한국호텔관광고등학교	주간	26	19	12	7	7	7	7	5	7	191	8	http://www.hoteltourism.hs.kr
2018	충북	증평군	공업고등학교	공립	남여공학	읍지역	증평공업고등학교	주간	63	30	25	15	35	14	3	1	8	440	25	http://www.jptec.hs.kr
2018	충북	증평군	상업고등학교	공립	남여공학	읍지역	증평정보고등학교	주간	41	31	14	10	20	16	7	5	5	393	19	http://www.jpih.hs.kr
2018	충남	천안시	공업고등학교	공립	남여공학	중소도시	천안공업고등학교	주간	105	36	30	15	54	11	21	10	9	"1,355"	45	http://www.ct.caehs.kr/main.do
2018	충남	천안시	상업고등학교	사립	남여공학	중소도시	천안상업고등학교	주간	73	32	32	13	36	18	5	1	6	"1,112"	36	http://sanggo.caehs.kr
2018	충남	천안시	상업고등학교	사립	여자	중소도시	천안여자상업고등학교	주간	75	32	35	16	33	12	7	4	5	"1,204"	39	http://www.cays.hs.kr
2018	충남	천안시	가사고등학교	공립	남여공학	면지역	병천고등학교	주간	53	41	18	11	23	20	12	10	5	524	19	http://www.bchs.caehs.kr
2018	충남	공주시	농림업고등학교	공립	남여공학	중소도시	공주생명과학고등학교	주간	64	33	19	9	37	21	8	3	10	492	27	http://gongju-agr.cnehs.kr
2018	충남	공주시	상업고등학교	사립	남여공학	중소도시	공주정보고등학교	주간	29	14	10	5	15	7	4	2	4	251	12	http://kjis.cnehs.kr
2018	충남	공주시	공업고등학교	공립	남여공학	읍지역	공주마이스터고등학교	주간	33	9	11	4	12	1	10	4	5	239	13	http://www.gong.cnehs.kr
2018	충남	보령시	농림업고등학교	공립	남여공학	면지역	주산산업고등학교	주간	37	16	12	3	14	5	11	8	6	224	14	http://jusan.cnehs.kr
2018	충남	보령시	상업고등학교	공립	여자	중소도시	대천여자상업고등학교	주간	39	19	17	8	17	9	5	2	3	356	18	http://www.dcg.cnehs.kr
2018	충남	보령시	수산고등학교	공립	남여공학	중소도시	충남해양과학고등학교	주간	33	9	13	6	18	3	2	0	25	268	12	http://www.marine.cnehs.kr
2018	충남	아산시	공업고등학교	공립	남여공학	면지역	아산전자기계고등학교	주간	37	13	12	5	17	3	8	5	3	340	16	http://www.asanmecha.cnehs.kr
2018	충남	서산시	공업고등학교	공립	남여공학	면지역	서산공업고등학교	주간	46	13	14	3	26	6	6	4	7	415	18	http://seosan-tech.cnehs.kr
